,SUBCAT,DESCRICAO
9069,V755,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor [motorista] traumatizado em um acidente de trânsito
9070,V756,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito
9071,V757,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9072,V759,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9073,V760,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente não-de-trânsito
9074,V761,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito
9075,V762,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9076,V763,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9077,V764,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo
9078,V765,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente de trânsito
9079,V766,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito
9080,V767,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9081,V769,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9082,V770,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente não-de-trânsito
9083,V771,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito
9084,V772,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9085,V773,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9086,V774,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo
9087,V775,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito
9088,V776,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito
9089,V777,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9090,V779,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9091,V780,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente não-de-trânsito
9092,V781,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito
9093,V782,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9094,V783,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9095,V784,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo
9096,V785,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito
9097,V786,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito
9098,V787,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9099,V789,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9100,V790,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
9101,V791,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
9102,V792,"Ocupante não especificado de um ônibus traumatizado em colisão com outros veículos e com um veículos não especificados, a motor, em um acidente não-de-trânsito"
9103,V793,Ocupante [qualquer] de um ônibus traumatizado em um acidente não-de-trânsito
9104,V794,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
9105,V795,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
9106,V796,"Ocupante não especificado de um ônibus traumatizado em colisão com um outros veículos e com um veículos não especificados, a motor, em um acidente de trânsito"
9107,V798,Ocupante [ qualquer] de um ônibus traumatizado em outros acidentes de transporte especificados
9108,V799,Ocupante [qualquer] de um ônibus traumatizado em um acidente de trânsito não especificado
9109,V800,Queda ou ejeção de uma pessoa montada em animal ou ocupante de um veículo a tração animal em um acidente sem colisão
9110,V801,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um pedestre ou um animal
9111,V802,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a pedal
9112,V803,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a motor de duas ou três rodas
9113,V804,"Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um automóvel [carro], uma caminhonete, um veículo de transporte pesado ou um ônibus"
9114,V805,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo a motor especificado
9115,V806,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
9116,V807,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo não-motorizado
9117,V808,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um objeto fixo ou parado
9118,V809,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
9119,V810,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente não-de-trânsito
9120,V811,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente de trânsito
9121,V812,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com ou atingido por material rodante
9122,V813,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com outro objeto
9123,V814,Pessoa traumatizada ao subir ou descer de um trem [comboio] ou de um veículo ferroviário
9124,V815,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado devido a uma queda no interior dos mesmos
9125,V816,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado devido a uma queda do trem ou do veículo ferroviário
9126,V817,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em razão de um descarrilhamento sem colisão antecedente
9127,V818,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em outro acidente ferroviário especificado
9128,V819,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em um acidente ferroviário não especificado
9129,V820,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com um veículo a motor em um acidente não-de-trânsito
9130,V821,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com um veículo a motor em um acidente de trânsito
9131,V822,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com ou atingido por material rodante
9132,V823,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com outro objeto
9133,V824,Pessoa traumatizada ao subir ou descer de um bonde [carro elétrico]
9134,V825,Ocupante de um bonde [carro elétrico] traumatizado devido a uma queda no interior do mesmo
9135,V826,Ocupante de um bonde [carro elétrico] traumatizado devido a uma queda do mesmo
9136,V827,Ocupante de um bonde [carro elétrico] traumatizado devido a um descarrilhamento sem colisão antecedente
