type,value,description
cid,V877,Pessoa traumatizada em uma colisão entre outros veículos a motor especificados (acidente de trânsito)
cid,V878,"Pessoa traumatizada em outros acidentes de transporte especificados com veículo a motor, sem colisão (acidente de trânsito)"
cid,V879,Pessoa traumatizada em outros acidentes de transporte especificados (com colisão) (sem colisão) envolvendo um veículo não-motorizado (acidente de trânsito)
cid,V880,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo a motor de duas ou três rodas, não-de-trânsito"
cid,V881,"Pessoa traumatizada em uma colisão entre outro veículo a motor e um veículo a motor de duas ou três rodas, não-de-trânsito"
cid,V882,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e uma caminhonete, não-de-trânsito"
cid,V883,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um ônibus, não-de-trânsito"
cid,V884,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo de transporte pesado, não-de-trânsito"
cid,V885,"Pessoa traumatizada em uma colisão entre um veículo de transporte pesado e um ônibus, não-de-trânsito"
cid,V886,"Pessoa traumatizada em uma colisão entre um trem ou um veículo ferroviário e um automóvel [carro], não-de-trânsito"
cid,V887,"Pessoa traumatizada em uma colisão entre outros veículos a motor especificados, não-de-trânsito"
cid,V888,"Pessoa traumatizada em outros acidentes de transporte especificados, com um veículo a motor, sem colisão, não-de-trânsito"
cid,V889,"Pessoa traumatizada em outros acidente de transporte especificados (com colisão) (sem colisão), envolvendo um veículo não-motorizado, não-de-trânsito"
cid,V890,"Pessoa traumatizada em um acidente com um veículo a motor não especificado, não-de-trânsito"
cid,V891,"Pessoa traumatizada em um acidente com veículo não-motorizado, não especificado, não-de-trânsito"
cid,V892,Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado
cid,V893,"Pessoa traumatizado em um acidente de trânsito com um veículo não-motorizado, não especificado"
cid,V899,Pessoa traumatizada em um acidente com um veículo não especificado
cid,V900,Acidente com embarcação causando afogamento e submersão - navio mercante
cid,V901,Acidente com embarcação causando afogamento e submersão - navio de passageiros
cid,V902,Acidente com embarcação causando afogamento e submersão - barco de pesca
cid,V903,Acidente com embarcação causando afogamento e submersão - outras embarcações a motor
cid,V904,Acidente com embarcação causando afogamento e submersão - barco a vela
cid,V905,Acidente com embarcação causando afogamento e submersão - caiaque ou canoa
cid,V906,Acidente com embarcação causando afogamento e submersão - bote inflável (sem motor)
cid,V907,Acidente com embarcação causando afogamento e submersão - esqui aquático
cid,V908,Acidente com embarcação causando afogamento e submersão - outras embarcações sem motor
cid,V909,Acidente com embarcação causando afogamento e submersão - embarcação não especificada
cid,V910,Acidente com embarcação causando outro tipo de traumatismo - navio mercante
cid,V911,Acidente com embarcação causando outro tipo de traumatismo - navio de passageiros
cid,V912,Acidente com embarcação causando outro tipo de traumatismo - barco de pesca
cid,V913,Acidente com embarcação causando outro tipo de traumatismo - outras embarcações a motor
cid,V914,Acidente com embarcação causando outro tipo de traumatismo - barco a vela
cid,V915,Acidente com embarcação causando outro tipo de traumatismo - caiaque ou canoa
cid,V916,Acidente com embarcação causando outro tipo de traumatismo - bote inflável (sem motor)
cid,V917,Acidente com embarcação causando outro tipo de traumatismo - esqui aquático
cid,V918,Acidente com embarcação causando outro tipo de traumatismo - outras embarcações sem motor
cid,V919,Acidente com embarcação causando outro tipo de traumatismo - embarcação não especificada
cid,V920,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio mercante
cid,V921,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio de passageiros
cid,V922,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco de pesca
cid,V923,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações a motor
cid,V924,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco a vela
cid,V925,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - caiaque ou canoa
cid,V926,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - bote inflável (sem motor)
cid,V927,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - esqui aquático
cid,V928,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações sem motor
cid,V929,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - embarcação não especificada
cid,V930,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio mercante"
cid,V931,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio de passageiros"
cid,V932,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco de pesca"
cid,V933,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações a motor"
cid,V934,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco a vela"
cid,V935,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - caiaque ou canoa"
cid,V936,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - bote inflável (sem motor)"
cid,V937,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - esqui aquático"
cid,V938,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações sem motor"
cid,V939,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - embarcação não especificada"
cid,V940,Outros acidentes de transporte por água e os não especificados - navio mercante
cid,V941,Outros acidentes de transporte por água e os não especificados - navio de passageiros
cid,V942,Outros acidentes de transporte por água e os não especificados - barco de pesca
cid,V943,Outros acidentes de transporte por água e os não especificados - outras embarcações a motor
cid,V944,Outros acidentes de transporte por água e os não especificados - barco a vela
cid,V945,Outros acidentes de transporte por água e os não especificados - caiaque ou canoa
cid,V946,Outros acidentes de transporte por água e os não especificados - bote inflável (sem motor)
cid,V947,Outros acidentes de transporte por água e os não especificados - esqui aquático
cid,V948,Outros acidentes de transporte por água e os não especificados - outras embarcações sem motor
cid,V949,Outros acidentes de transporte por água e os não especificados - embarcação não especificada
cid,V950,Acidente de helicóptero causando traumatismo a ocupante
cid,V951,Acidente de planador motorizado e ultraleve causando traumatismo a ocupante
cid,V952,Acidente de outra aeronave de asa fixa de uso particular causando traumatismo a ocupante
cid,V953,Acidente de aeronave de asa fixa de uso comercial causando traumatismo a ocupante
cid,V954,Acidente de nave espacial causando traumatismo a ocupante
cid,V958,Outros acidente de aeronaves causando traumatismo a ocupante
cid,V959,Acidente de aeronave não especificada causando traumatismo a ocupante
cid,V960,Acidente de balão causando traumatismo a ocupante
cid,V961,Acidente de asa delta causando traumatismo a ocupante
cid,V962,Acidente de planador (não-motorizado) causando traumatismo a ocupante
cid,V968,Outros acidentes de aeronaves não-motorizadas causando traumatismo a ocupante
cid,V969,Acidente não especificado de aeronave não-motorizada causando traumatismo a ocupante
cid,V970,Ocupante de uma aeronave traumatizado em outros acidentes de transporte aéreo especificados
cid,V971,Pessoa traumatizada ao embarcar em ou desembarcar de uma aeronave
cid,V972,Paraquedista traumatizado em acidente de transporte aéreo
cid,V973,Pessoa em terra traumatizada em acidente de transporte aéreo
cid,V978,Outros acidentes de transporte aéreo não classificados em outra parte
cid,V98,Outros acidentes de transporte especificados
cid,V99,Acidente de transporte não especificado
cid,W000,Queda no mesmo nível envolvendo gelo e neve - residência
cid,W001,Queda no mesmo nível envolvendo gelo e neve - habitação coletiva
cid,W002,"Queda no mesmo nível envolvendo gelo e neve - escolas, outras instituições e áreas de administração pública"
cid,W003,Queda no mesmo nível envolvendo gelo e neve - área para a prática de esportes e atletismo
cid,W004,Queda no mesmo nível envolvendo gelo e neve - rua e estrada
cid,W005,Queda no mesmo nível envolvendo gelo e neve - áreas de comércio e de serviços
cid,W006,Queda no mesmo nível envolvendo gelo e neve - áreas industriais e em construção
cid,W007,Queda no mesmo nível envolvendo gelo e neve - fazenda
cid,W008,Queda no mesmo nível envolvendo gelo e neve - outros locais especificados
cid,W009,Queda no mesmo nível envolvendo gelo e neve - local não especificado
cid,W010,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - residência"
